GeneName	Lung_1	Lung_2	Lymph_1	Lymph_2	Lymph_3
CKS1BP4	0	7	0	0	0
ENSG00000254551	0	0	6	0	3
RPL32P24	0	0	0	0	0
CCDC90B	173	229	114	131	82
CCDC90B-AS1	6	10	21	15	33
CYCSP28	4	4	5	1	0
ENSG00000274004	7	0	2	3	3
DLG2	97	100	186	94	70
DLG2-AS2	0	5	45	20	3
ENSG00000254629	1	0	24	7	6
LDHAL6DP	0	1	5	5	0
HNRNPA1P72	0	0	30	9	0
ENSG00000240174	0	0	3	2	3
ENSG00000254787	3	0	0	1	0
ENSG00000274006	0	0	0	0	1
ENSG00000276179	0	5	4	0	2
ENSG00000255555	0	0	3	0	2
ENSG00000255396	0	0	5	0	0
HNRNPCP6	12	3	0	0	4
ENSG00000254684	1	1	6	2	0
ENSG00000254897	2	0	11	2	3
RNU6-1292P	0	1	0	5	1
TMEM126B	34	32	17	31	21
TMEM126A	5	16	20	12	16
CREBZF	965	861	457	1004	742
CCDC89	6	11	11	1	5
SYTL2	356	427	153	96	83
ENSG00000279742	1	21	17	14	8
CCDC83	1	3	21	11	5
ENSG00000255005	0	0	11	5	12
SLC25A1P1	0	2	13	0	4
PICALM	818	772	461	692	671
RNU6-560P	0	0	0	0	0
LINC02695	0	0	5	0	0
FNTAP1	0	2	5	0	2
Metazoa_SRP	8	0	8	0	0
ENSG00000288809	0	0	0	4	8
EED	138	138	88	127	119
MIR6755	0	0	0	0	0
ENSG00000254783	10	6	7	5	12
SETP17	1	2	15	6	10
HIKESHI	46	56	40	45	33
RN7SL225P	0	0	5	0	0
CCDC81	55	56	39	39	26
ENSG00000254733	4	14	9	7	10
PTP4A1P6	3	3	0	1	0
ENSG00000278989	16	15	14	12	10
ME3	171	190	97	155	127
ENSG00000254731	2	5	3	4	1
ENSG00000255250	13	4	14	15	8
PRSS23	255	528	183	337	254
MOB4P2	0	0	0	2	0
OR7E13P	0	0	8	6	1
ENSG00000269895	11	54	11	18	12
OR7E2P	0	0	7	1	7
PRSS23-AS1	21	23	80	129	111
ENSG00000280339	22	27	25	81	34
FZD4	860	1327	1259	2670	2176
FZD4-DT	14	10	18	10	14
HNRNPCP8	0	0	10	3	4
TMEM135	253	328	249	469	442
XIAPP2	2	0	14	5	3
ENSG00000279836	8	5	13	6	4
ENSG00000213287	0	0	2	1	0
ENSG00000270510	0	0	1	2	0
PSMA2P1	0	3	4	0	4
ENSG00000255391	0	2	4	3	4
ENSG00000279701	0	1	0	0	5
ENSG00000278929	0	0	0	0	0
RNU6-1135P	0	0	0	0	0
U6	0	0	0	0	0
LINC02711	0	0	0	0	0
ENSG00000279341	0	0	17	1	0
MTCYBP41	0	0	7	3	5
ENSG00000255022	2	0	2	0	0
ENSG00000279793	0	0	2	0	0
ENSG00000285835	0	0	17	1	0
ENSG00000280307	0	0	5	1	5
ENSG00000254794	0	0	0	0	0
ENSG00000255516	0	0	13	2	3
ENSG00000255102	0	0	4	1	3
ENSG00000255241	0	0	0	0	0
Y_RNA	0	0	0	0	0
RAB38	12	42	30	20	10
ENSG00000279733	7	4	8	4	14
MIR3166	0	0	5	1	0
CTSC	290	291	185	202	192
ENSG00000288018	4	4	30	19	16
GAPDHP70	0	0	10	13	8
GRM5-AS1	0	5	26	5	16
GRM5	36	17	75	30	33
RNU6-16P	0	0	0	0	0
TYR	2	0	35	2	3
CBX3P7	0	0	1	0	0
ENSG00000279297	0	0	0	0	0
ENSG00000279603	0	0	12	0	0
NOX4	10	26	29	37	30
H3P34	0	0	1	1	6
ENSG00000279248	0	0	3	0	1
ENSG00000279697	0	0	0	0	1
ENSG00000255429	0	0	7	3	1
ENSG00000279045	4	0	3	4	0
ENSG00000279056	0	0	1	0	1
ENSG00000280201	2	0	2	0	0
FOLH1B	1	5	28	14	11
UBTFL10	0	0	0	10	2
ENSG00000279163	0	1	0	0	1
TRIM77	0	0	12	4	2
ENSG00000255486	0	0	2	1	0
ENSG00000255540	0	3	24	3	8
UBTFL2	0	0	5	2	2
ENSG00000254971	0	1	4	0	0
ENSG00000255170	0	0	0	0	0
ENSG00000204456	5	0	5	0	0
TRIM64DP	0	0	11	8	0
ENSG00000255162	1	0	7	0	9
ENSG00000255285	0	0	4	0	1
TRIM49	0	0	8	1	2
ENSG00000250946	0	0	4	0	0
TRIM53BP	0	0	2	2	0
TRIM51BP	0	0	1	0	11
ENSG00000254558	0	0	4	2	3
TRIM64B	0	2	6	0	0
ENSG00000255235	0	0	3	0	0
ENSG00000254617	0	0	0	0	0
ENSG00000254785	0	0	3	0	0
MTND1P35	0	0	0	0	4
TRIM49D1	13	0	18	3	0
TRIM49D2	30	0	4	0	0
ENSG00000254818	0	0	7	6	1
ENSG00000278837	0	0	0	0	0
ENSG00000255360	0	0	2	2	0
ENSG00000254655	0	0	0	0	0
TRIM64	0	0	7	9	2
ENSG00000255305	0	0	1	0	0
TRIM51EP	0	0	3	0	2
TRIM53AP	0	1	1	0	0
ENSG00000255184	0	0	1	2	0
TRIM49C	0	0	7	0	0
ENSG00000254803	0	0	2	0	0
ENSG00000254916	2	0	2	1	3
TRIM64EP	0	0	0	0	0
ENSG00000255011	1	0	10	5	3
ENSG00000254888	0	0	0	0	5
UBTFL1	0	0	0	0	1
ENSG00000254436	0	0	16	3	1
ENSG00000286665	0	0	9	0	0
ENSG00000207299	0	0	4	0	1
ENSG00000279299	0	0	0	1	3
NAALAD2	5	17	26	4	3
ENSG00000280385	0	1	11	9	1
CHORDC1	297	269	254	467	418
ENSG00000280367	6	13	23	3	5
DISC1FP1	2	2	38	9	7
TUBAP2	21	27	49	25	15
MIR4490	0	0	0	0	0
ENSG00000280430	0	0	5	0	1
MIR1261	0	0	2	0	0
ENSG00000280085	0	0	6	0	0
ENSG00000279209	0	2	19	5	4
ENSG00000279438	0	0	1	2	3
OSBPL9P2	4	0	9	0	3
OSBPL9P3	0	2	1	0	0
LINC02748	0	2	20	5	1
ENSG00000280124	0	0	2	0	0
ENSG00000278980	0	0	4	1	0
ENSG00000280093	0	0	3	0	1
LINC02756	1	0	27	21	20
TUBB4BP4	1	0	14	1	1
ENSG00000278859	0	0	1	0	1
RPL7AP57	0	0	6	0	5
FAT3	119	62	262	229	190
NDUFB11P1	6	0	8	3	0
PGAM1P9	0	1	6	1	1
ENSG00000254705	4	1	14	4	6
RPS3AP42	0	0	11	0	0
ENSG00000255506	0	0	1	0	2
LINC02746	3	0	15	5	2
ENSG00000255127	9	0	6	2	6
SNRPGP16	0	0	1	0	0
ENSG00000254874	0	0	2	0	1
MTNR1B	0	0	9	7	12
RPL26P31	0	0	2	0	0
ENSG00000278892	0	1	7	0	9
ENSG00000279304	0	0	3	0	1
SLC36A4	86	105	126	169	173
ENSG00000255445	0	1	1	0	0
ENSG00000280379	0	0	1	0	0
ENSG00000279269	0	0	8	5	0
ENSG00000233737	0	0	0	0	1
ENSG00000255233	0	2	5	9	5
ENSG00000279684	3	5	37	11	9
DEUP1	3	1	21	9	1
SMCO4	61	116	45	58	57
SRP14P2	0	4	6	2	4
RN7SL223P	0	0	0	0	2
ENSG00000279454	1	0	4	3	2
ENSG00000278953	0	0	1	1	0
ENSG00000255515	0	0	0	0	3
CEP295	719	765	235	557	503
Y_RNA	0	0	2	1	0
SCARNA9	66	85	14	57	36
ENSG00000275146	0	0	0	0	0
ENSG00000273885	0	0	0	0	0
ENSG00000279696	23	14	24	17	24
TAF1D	579	691	362	809	724
SNORA25	0	0	0	0	0
SNORA32	0	0	0	0	0
SNORD6	10	9	3	5	8
SNORA1	0	0	0	0	0
SNORA8	0	0	0	0	0
SNORD5	0	0	0	0	0
SNORA18	0	0	0	0	0
MIR1304	0	0	0	0	0
SNORA40	0	0	0	0	0
C11orf54	231	215	59	82	52
ENSG00000284057	0	0	0	0	0
MED17	62	65	97	94	67
VSTM5	2	18	29	8	10
Y_RNA	0	0	1	2	1
ENSG00000255995	0	0	0	0	0
HPRT1P3	0	0	4	4	0
HEPHL1	5	5	78	25	12
PHB1P16	1	0	6	2	1
PANX1	151	188	72	80	109
ENSG00000250519	8	18	58	29	22
ARPC3P3	0	1	8	4	7
IZUMO1R	0	1	28	14	6
GPR83	11	0	32	14	5
MRE11	219	298	162	308	254
MIR548L	0	1	1	0	2
ENSG00000255893	2	11	5	5	10
ANKRD49	92	112	49	77	73
C11orf97	0	0	16	1	3
PIWIL4	75	105	35	66	65
FUT4	243	356	78	129	134
PIWIL4-AS1	2	4	33	8	13
ENSG00000280167	0	0	5	7	4
ENSG00000233536	4	7	5	1	4
LINC02700	36	56	32	35	26
ENSG00000288789	0	0	0	4	0
AMOTL1	835	1009	468	806	511
ENSG00000256469	0	0	0	1	1
ST13P11	0	2	6	0	2
CWC15	91	89	67	116	71
KDM4D	3	0	20	12	14
ENSG00000255653	1	4	9	5	3
KDM4E	3	2	41	15	11
ENSG00000274486	0	0	8	1	1
SRSF8BP	0	0	22	3	5
ENSG00000257012	0	0	3	1	1
KDM4F	2	0	19	0	5
ENSG00000277984	0	0	6	8	2
SRSF8	217	214	54	88	96
ENDOD1	377	444	126	153	157
BUD13P1	1	7	17	6	1
ENSG00000270578	0	0	4	2	1
LNCRNA-IUR	28	24	127	39	32
SESN3	430	372	122	131	124
ENSG00000282834	0	2	0	0	0
ENSG00000250390	7	0	10	5	5
ENSG00000285842	2	0	7	3	3
ENSG00000255605	0	0	6	0	1
ENSG00000273600	0	0	0	0	1
FAM76B	182	235	113	184	184
CEP57	184	185	131	172	155
MTMR2	174	183	169	234	193
RNA5SP345	0	0	0	0	0
RPL32P25	0	0	3	5	3
MAML2	634	430	161	253	216
ENSG00000285921	0	1	14	1	2
MIR1260B	0	0	1	3	0
CCDC82	291	371	242	476	371
JRKL	303	285	99	161	149
JRKL-AS1	4	7	9	2	5
RNA5SP346	0	0	0	0	0
LINC02737	0	0	3	1	0
ENSG00000254587	14	9	29	9	5
ENSG00000255376	0	0	4	2	0
MED28P5	0	0	16	0	1
ENSG00000270753	2	0	6	2	0
LINC02553	0	0	7	0	6
RNA5SP347	0	0	0	0	0
LINC02713	0	0	18	13	7
ENSG00000254555	0	2	19	5	3
ENSG00000255380	0	0	7	1	6
ENSG00000254939	0	0	8	1	3
ENSG00000254599	1	0	4	0	0
ENSG00000254830	0	0	2	2	0
CNTN5	16	7	62	34	18
RN7SKP53	0	0	1	1	1
RPA2P3	0	0	4	0	1
RN7SL222P	0	0	2	0	0
PPIAP43	4	4	1	1	4
ARHGAP42-AS1	0	1	15	1	1
ARHGAP42	386	463	216	390	317
RN7SKP115	7	1	1	2	0
PGR	38	20	52	20	28
PGR-AS1	1	4	13	4	8
MTMR12P1	0	0	0	0	3
TRPC6	74	44	45	30	27
MIR3920	0	3	0	0	0
ENSG00000254506	1	0	16	2	13
PLS1P1	1	0	12	11	8
ANGPTL5	4	1	25	6	9
CEP126	358	295	68	62	61
CFAP300	10	29	28	4	7
RNA5SP535	0	0	0	0	0
ENSG00000260008	0	1	1	0	0
ENSG00000277459	0	1	8	0	7
YAP1	1497	1653	542	944	760
ENSG00000254422	3	0	9	5	3
ENSG00000243777	5	0	5	5	5
ENSG00000270868	0	0	1	0	2
ENSG00000271600	0	0	2	0	0
RNU6-952P	0	0	1	0	2
ENSG00000288528	0	0	1	0	0
BIRC3	1516	1921	1114	2104	1641
ENSG00000288833	1	0	3	1	1
BIRC2	564	596	289	675	429
TMEM123	1725	1581	503	802	735
TMEM123-DT	9	6	4	8	3
ENSG00000255482	0	0	7	5	0
MMP7	28	24	7	29	7
MMP20	0	1	32	15	6
ENSG00000256916	1	2	29	9	3
ENSG00000281655	6	0	8	5	2
MMP27	0	5	13	3	1
MMP8	0	0	42	17	12
WTAPP1	15	38	20	9	4
ENSG00000225678	0	0	33	10	6
ENSG00000256254	0	1	7	0	1
MMP10	7	57	30	11	4
MMP1	112	77	35	16	18
ENSG00000256035	0	0	7	1	1
MMP3	0	0	9	2	2
MMP12	7	0	21	2	6
BOLA3P1	0	0	0	0	0
RNU7-159P	0	0	3	0	6
MMP13	3	3	20	1	11
ENSG00000276521	0	0	3	0	0
ENSG00000239861	3	1	12	0	2
DCUN1D5	89	165	99	110	118
ENSG00000260966	0	0	0	0	0
DYNC2H1	799	734	222	206	140
ENSG00000285878	0	2	4	0	0
MTCO3P15	0	0	9	1	0
MTATP6P15	0	0	0	0	2
MTCO2P15	0	0	5	0	0
MTCO1P15	1	10	3	8	3
MTND2P26	2	0	10	2	0
MTND1P36	0	1	0	0	4
ENSG00000254824	0	3	11	3	1
ENSG00000254987	0	9	12	13	10
MIR4693	0	0	0	1	0
PDGFD	29	112	58	141	82
ENSG00000255548	0	0	2	0	3
DDI1	0	3	7	1	3
ENSG00000280773	1	0	0	0	0
LINC02552	2	1	62	3	11
ENSG00000270449	0	0	1	0	0
ENSG00000254569	0	0	0	0	0
CASP12	11	6	29	2	7
CASP4LP	30	21	17	12	13
CASP4	293	321	204	313	268
ENSG00000284715	0	0	2	1	2
CASP5	0	5	32	11	5
CASP1	145	120	104	114	110
CARD16	10	12	43	9	6
ENSG00000288255	0	0	0	0	0
CASP1P2	12	13	30	7	8
CARD17	0	0	20	1	1
CASP1P1	0	0	8	2	0
CARD18	0	3	33	4	3
ENSG00000289383	0	1	5	1	0
OR2AL1P	0	0	0	0	0
ENSG00000255336	0	0	0	0	0
Metazoa_SRP	0	0	5	0	0
GRIA4	11	2	81	13	24
HSPD1P13	0	2	11	1	5
RNU4-55P	0	0	6	0	0
RNU6-277P	0	0	4	0	1
ENSG00000285813	0	1	43	10	1
MSANTD4	167	171	103	121	79
KBTBD3	38	17	19	3	8
AASDHPPT	120	109	62	110	74
ENSG00000254433	0	5	12	2	8
ENSG00000287846	0	2	5	2	7
LINC02719	0	0	1	3	0
ENSG00000286345	0	2	8	0	0
ENSG00000254811	0	8	16	6	4
ENSG00000255065	2	0	8	9	0
ENSG00000287802	0	0	15	7	4
ENSG00000289232	0	0	6	1	0
GUCY1A2	149	135	108	74	80
ENSG00000274584	0	0	1	0	0
ENSG00000213252	1	1	3	1	3
ASS1P13	0	1	8	1	2
ENSG00000261098	17	19	18	38	30
CWF19L2	285	334	143	240	230
SMARCE1P1	24	36	28	25	47
ALKBH8	45	81	49	51	37
ENSG00000270969	0	0	2	2	2
ELMOD1	3	2	49	15	12
ENSG00000255483	0	0	1	0	1
ENSG00000254758	0	0	3	2	3
SLN	6	0	5	6	9
ENSG00000254702	0	0	3	1	3
SLC35F2	201	305	161	260	263
ENSG00000240652	0	1	3	2	0
RAB39A	4	7	12	1	14
ENSG00000288012	1	0	3	0	3
CUL5	310	372	98	224	186
Y_RNA	1	4	2	2	6
ENSG00000255467	0	0	2	0	2
ACAT1	52	77	93	74	38
ENSG00000285696	3	2	5	24	5
NPAT	198	173	118	161	156
ATM	1949	2255	1527	2628	2330
Y_RNA	0	0	0	0	0
C11orf65	10	10	26	2	9
POGLUT3	58	69	41	38	34
EXPH5	310	341	93	54	68
DDX10	431	476	201	316	282
RPS2P39	1	0	12	0	1
ENSG00000254730	0	0	2	0	3
CYCSP29	0	0	0	1	1
ENSG00000203334	1	0	36	5	4
ENSG00000255528	0	0	12	10	0
RNU6-654P	0	0	0	1	0
RNA5SP349	0	0	0	0	0
SNORD39	5	0	7	1	0
ENSG00000255028	0	0	3	0	7
C11orf87	0	3	32	7	16
ENSG00000254890	0	0	0	0	0
ENSG00000254482	0	0	2	0	0
LINC02715	2	2	12	15	13
ENSG00000289465	1	1	5	9	4
RDX	2220	2071	785	1476	1257
TFAMP2	0	0	1	0	0
ENSG00000287245	6	5	39	27	10
RPSAP50	0	0	10	0	0
ENSG00000270423	0	0	11	0	1
ENSG00000255210	0	0	4	1	0
ZC3H12C	621	796	246	475	487
ENSG00000290078	0	3	15	8	2
LINC02732	32	38	34	30	5
FDX1	168	162	75	132	91
ARHGAP20	26	31	104	31	17
HNRNPA1P60	0	0	12	6	4
ENSG00000255149	0	0	0	0	0
ENSG00000287556	0	0	9	2	2
RNA5SP350	6	0	7	2	2
ENSG00000271390	0	1	1	2	0
LINC02550	1	0	16	5	0
ENSG00000287028	1	0	12	2	0
RPS17P15	0	0	7	0	4
ENSG00000270202	0	0	1	0	0
C11orf53	7	24	14	2	10
COLCA1	102	119	32	12	13
COLCA2	104	61	25	7	4
ENSG00000288097	0	1	23	6	7
MIR4491	0	0	1	0	0
POU2AF1	43	65	123	58	38
RNU2-60P	0	0	0	0	0
ENSG00000255428	13	7	38	19	10
ENSG00000255093	11	18	94	23	12
BTG4	1	13	16	10	14
MIR34BHG	7	0	6	1	0
MIR34B	0	0	1	0	0
MIR34C	0	0	0	0	0
ENSG00000254980	0	0	5	1	1
HOATZ	38	5	17	3	18
LAYN	51	19	50	30	31
SIK2	829	807	247	424	373
ENSG00000235286	0	0	15	4	4
RN7SKP273	0	3	1	1	4
PPP2R1B	533	571	212	438	359
ENSG00000254990	5	7	14	9	4
ALG9	75	97	59	50	64
ENSG00000258529	0	0	0	0	0
ALG9-IT1	0	9	2	3	2
GNG5P3	0	0	2	1	2
FDXACB1	7	1	15	10	8
C11orf1	59	11	47	19	14
RPL37AP8	0	0	0	0	0
CRYAB	46	66	85	41	49
HSPB2	0	0	3	0	0
HSPB2-C11orf52	0	0	0	0	0
C11orf52	2	0	14	4	0
DIXDC1	262	256	118	135	101
RNA5SP351	0	0	5	0	3
ENSG00000255286	0	0	6	0	0
ENSG00000255334	0	2	12	5	0
DLAT	181	181	101	100	83
PPIHP1	0	4	10	2	4
RNU6-893P	0	0	0	0	0
ENSG00000271025	2	0	1	0	0
PIH1D2	46	25	16	6	11
NKAPD1	153	186	110	83	76
TIMM8B	45	31	21	28	27
SDHD	124	142	40	74	50
ENSG00000255292	0	0	0	0	0
IL18	142	157	33	48	51
ENSG00000254638	1	0	3	0	12
TEX12	0	1	1	12	1
BCO2	54	38	20	27	36
KCTD9P4	4	6	19	9	4
MRPS36P4	3	0	1	0	0
RPS12P21	0	0	0	0	0
PTS	48	67	35	57	42
RPS6P16	0	0	9	4	0
PLET1	0	5	12	5	2
ENSG00000268472	7	10	11	8	2
ST13P10	0	2	10	1	2
LINC02762	97	75	63	34	22
RNU6-44P	2	0	2	1	0
LINC02763	1	3	16	13	10
RPL23AP62	0	1	2	0	1
LINC02764	19	2	15	5	5
ENSG00000212397	1	0	1	0	0
ENSG00000285769	10	3	56	40	20
ENSG00000287006	0	0	11	0	0
ENSG00000254626	0	6	7	4	0
ENSG00000288070	0	0	6	0	6
ENSG00000247416	1	0	18	5	8
NCAM1	32	22	158	40	30
RNU7-187P	0	0	0	0	0
NCAM1-AS1	19	3	55	18	14
TTC12-DT	0	0	17	12	10
TTC12	236	265	104	92	68
ENSG00000270179	4	2	4	5	1
ANKK1	24	10	32	5	6
ENSG00000256757	3	4	8	7	0
DRD2	3	5	53	31	20
MIR4301	0	0	0	0	0
TMPRSS5	9	12	90	27	35
MTRF1LP1	0	2	3	0	2
ZW10	104	124	114	142	96
RPS29P19	1	0	1	3	0
ENSG00000257070	0	0	0	5	0
ENSG00000256603	0	1	6	3	5
CLDN25	0	3	11	0	4
ATF4P4	24	20	21	25	14
ENSG00000255870	0	0	0	0	0
LRRC37A13P	0	0	0	0	0
USP28	226	244	182	219	171
ENSG00000256452	0	0	0	0	0
ENSG00000255710	18	18	13	20	23
RNU6-1107P	0	0	0	0	0
HTR3B	2	1	50	10	10
HTR3A	30	20	37	14	26
ENSG00000289230	5	0	21	3	1
ZBTB16	3436	2664	496	974	701
ENSG00000286463	0	2	7	5	1
ENSG00000256947	2	0	4	0	0
NNMT	727	1112	219	597	490
ENSG00000256195	1	3	31	13	7
C11orf71	14	23	18	16	6
RBM7	122	167	113	96	121
ENSG00000255663	0	0	1	1	0
REXO2	114	103	81	94	61
ENSG00000256533	5	10	10	5	5
NXPE2P1	0	0	16	1	0
ENSG00000270204	0	0	7	2	4
NXPE1	3	15	71	23	19
ENSG00000238724	0	0	0	0	0
NXPE4	0	1	10	13	8
ENSG00000256674	0	0	33	8	3
NXPE2	7	5	10	5	9
ENSG00000252870	0	0	3	1	0
CADM1	171	92	82	42	20
ENSG00000287897	9	9	16	1	9
ENSG00000256972	0	0	4	0	15
ENSG00000255580	0	0	0	0	1
CADM1-AS1	1	1	0	1	0
ENSG00000256281	0	0	6	0	0
ENSG00000257087	0	0	0	0	0
RPL12P46	0	0	4	1	0
ENSG00000255689	0	0	5	1	3
ENSG00000239153	0	0	0	0	0
ENSG00000255599	0	0	6	1	3
ENSG00000260254	7	2	57	2	8
ENSG00000279771	3	0	20	4	6
LINC02698	0	0	3	0	0
ENSG00000279818	0	1	11	0	2
ENSG00000288020	0	0	13	0	1
LINC00900	8	1	37	1	13
LINC02703	7	0	33	7	20
ENSG00000244259	0	0	5	0	1
ENSG00000239600	0	0	2	2	1
LINC02151	0	0	4	0	1
ENSG00000278945	0	0	0	1	0
LINC02702	0	1	26	12	2
BUD13	69	68	62	54	43
BUD13-DT	1	0	14	1	1
ZPR1	181	205	155	139	115
APOA5	0	2	12	0	2
ENSG00000236267	0	0	5	0	1
ENSG00000285513	0	0	15	2	0
APOA4	0	0	17	6	3
APOC3	1	1	10	0	1
APOA1	8	2	14	4	0
APOA1-AS	2	1	3	0	3
SIK3	689	671	407	527	469
RNY4P6	0	2	0	0	0
ENSG00000234268	7	1	0	7	8
ENSG00000224077	0	0	0	0	0
ENSG00000225236	1	0	7	0	1
ENSG00000254851	7	3	1	3	0
ENSG00000254678	3	1	8	0	1
PAFAH1B2	1588	1555	330	720	543
SIDT2	879	754	176	233	206
TAGLN	170	441	92	195	133
PCSK7	786	800	266	265	279
ENSG00000280143	0	0	11	3	1
RNF214	391	429	140	229	135
ENSG00000252992	3	0	1	0	0
BACE1	122	112	69	47	62
BACE1-AS	114	169	100	89	78
ENSG00000276505	0	2	0	0	0
CEP164	546	532	223	242	182
ENSG00000250699	0	1	7	1	2
PRR13P3	0	0	3	2	0
DSCAML1	158	215	95	71	61
ENSG00000279586	24	22	11	15	14
ENSG00000270403	0	0	1	0	0
FXYD2	367	473	130	401	320
ENSG00000254844	3	6	18	4	5
FXYD6-FXYD2	0	0	0	0	0
FXYD6-AS1	12	28	23	1	12
FXYD6	94	75	73	25	31
TMPRSS13	49	49	59	32	15
IL10RA	299	229	126	168	146
SMIM35	4	4	39	10	12
RN7SL828P	0	1	1	0	0
TMPRSS4	1348	1625	72	90	81
SCN4B	13	17	35	17	9
SCN2B	33	13	48	12	6
JAML	167	40	106	47	25
HSPE1P18	0	0	5	0	0
MPZL3	412	344	71	80	92
MPZL2	788	979	114	235	198
ENSG00000280032	7	13	34	4	8
CD3E	8	2	35	9	11
ENSG00000254992	0	0	4	0	0
CD3D	2	4	38	20	10
CD3G	6	2	17	7	7
UBE4A	971	1009	332	509	371
ENSG00000254873	2	3	15	0	2
ATP5MG	75	96	64	59	34
ENSG00000285827	0	0	0	0	1
ENSG00000269944	0	4	1	0	9
ENSG00000255384	0	0	7	4	5
KMT2A	2290	2222	637	1211	870
TTC36-AS1	0	3	25	8	12
TTC36	2	8	5	0	0
TMEM25	31	67	41	24	8
IFT46	129	67	48	18	16
RPL5P30	1	0	3	3	2
ARCN1	585	661	309	343	287
RNU6-1157P	7	7	0	0	0
PHLDB1	398	533	312	291	224
ENSG00000255176	11	10	6	3	4
MIR6716	0	0	0	0	0
TREH	14	4	28	10	2
TREHP1	0	0	1	0	3
ENSG00000255422	5	10	9	0	3
RNU6-376P	0	0	1	0	0
ENSG00000287238	0	6	5	6	1
DDX6	1093	1129	388	562	440
ENSG00000278376	6	12	26	9	0
ENSG00000254478	0	4	0	1	0
SETP16	3	5	11	2	0
Y_RNA	0	0	1	0	0
CXCR5	4	6	29	13	14
ENSG00000245869	9	0	17	0	2
BCL9L	2411	2745	812	1335	1283
MIR4492	0	1	0	2	0
UPK2	6	5	14	10	0
RN7SL688P	1	1	4	1	0
Y_RNA	0	0	0	0	0
FOXR1	0	1	8	1	1
Metazoa_SRP	0	0	1	1	0
Y_RNA	0	0	0	0	0
CENATAC-DT	7	6	12	9	0
CENATAC	198	134	57	100	58
RPL23AP64	0	0	1	0	0
ENSG00000254428	0	0	2	0	1
ENSG00000254909	0	0	0	0	0
RPS25	566	624	379	411	350
TRAPPC4	127	75	70	53	43
ENSG00000283704	0	0	0	0	0
SLC37A4	175	170	58	76	52
ENSG00000255114	17	4	1	0	3
HYOU1	751	794	582	625	535
ENSG00000271751	0	2	0	0	1
VPS11-DT	1	0	6	1	4
VPS11	145	187	90	98	80
HMBS	59	63	81	53	30
H2AX	103	108	42	67	43
DPAGT1	205	154	85	109	83
ENSG00000289124	6	5	8	3	9
C2CD2L	266	231	107	109	101
HINFP	234	226	152	129	112
ABCG4	12	2	49	3	5
NLRX1	150	115	71	63	44
PDZD3	159	131	30	18	18
CCDC153	45	22	43	17	10
CBL	530	518	330	428	337
RNU6-262P	0	0	1	0	0
MCAM	120	273	107	183	149
MIR6756	0	0	0	0	0
ENSG00000252119	0	0	3	0	0
RNF26	278	253	75	81	32
ENSG00000245385	0	0	13	1	2
C1QTNF5	0	1	0	0	0
MFRP	0	2	31	4	7
USP2	32	15	42	6	14
USP2-AS1	53	24	107	26	19
ENSG00000254740	0	5	16	0	0
ENSG00000254590	11	5	15	0	1
ENSG00000254892	0	0	5	1	2
THY1	74	229	66	112	67
THY1-AS1	3	4	19	7	1
DUXAP5	0	0	4	3	2
ENSG00000289553	1	4	15	1	7
KRT8P7	0	2	7	3	3
ENSG00000254561	5	3	43	11	4
NECTIN1	160	148	79	108	71
RNU6-1123P	0	0	7	0	0
NECTIN1-AS1	0	0	9	0	0
NECTIN1-DT	19	6	10	9	7
ENSG00000254406	0	0	4	0	0
ENSG00000287545	4	0	8	1	4
ENSG00000288047	7	9	23	18	14
ENSG00000286992	0	0	14	9	11
LINC02744	7	3	16	0	4
ENSG00000255216	0	0	32	11	14
ENSG00000286731	2	0	3	0	1
TRIM29	1495	1772	396	941	740
ENSG00000176984	3	4	16	16	1
OAF	278	341	48	70	43
POU2F3	25	24	73	29	8
ENSG00000259541	4	6	21	7	11
TLCD5	66	71	43	20	5
ARHGEF12	2957	2775	660	1271	1000
7SK	5	2	1	1	7
GRIK4	14	20	76	27	26
ELOCP22	0	0	4	0	0
ENSG00000250493	3	3	34	23	9
HMGB1P42	0	0	12	0	0
TBCEL	105	119	38	27	20
TBCEL-TECTA	2	0	0	0	2
TECTA	2	15	64	18	19
TRPC6P5	0	1	0	1	0
RPS4XP12	0	4	2	9	11
SC5D	319	263	142	97	82
BMPR1AP2	0	1	1	2	2
ENSG00000289391	0	0	4	0	1
ENSG00000271022	0	2	4	0	1
SORL1-AS1	4	4	14	4	15
SORL1	2578	2146	832	718	460
ENSG00000286044	15	1	43	24	27
ENSG00000286023	5	0	2	0	0
RNU6-256P	0	0	1	0	0
ENSG00000286497	0	0	4	1	2
MIR100HG	59	165	201	117	76
MIR125B1	0	6	5	0	3
BLID	7	0	11	1	3
MIRLET7A2	0	0	2	1	0
MIR100	0	0	0	0	0
ENSG00000255015	0	0	2	0	0
ENSG00000255219	0	0	0	0	0
RNU4ATAC10P	0	0	0	4	0
RNU4ATAC5P	0	0	0	0	0
RNU6-592P	0	0	1	1	0
GLULP3	2	0	6	1	1
ENSG00000254935	0	1	1	0	1
UBASH3B	141	171	105	88	59
ENSG00000286341	2	0	11	3	1
ENSG00000239079	0	0	2	0	1
ENSG00000285909	3	4	18	0	0
CRTAM	4	1	25	8	1
JHY	117	94	42	23	27
RNU4-23P	0	0	0	0	0
ATP5PBP5	0	0	0	0	0
BSX	0	0	9	2	0
ENSG00000213184	0	1	3	1	2
RPL34P23	0	0	0	0	2
RPS26P43	0	0	2	0	0
